name,location__city,location__neighborhood,LONG,LAT ,categories__001,categories__002,categories__003,bio__summary,bio__url,bio__birthdate,bio__deathdate,bio__yearsActiveStart,bio__yearsActiveEnd,youtube__clipExampleUrl
Niska,Évry,Champtier-du-Coq,2.437588,48.636821,rapper,,,"Stan Dinga Pinto, better known by the artistic name Niska, is a french rapper from Évry, Essonne.",https://en.wikipedia.org/wiki/Niska_(rapper),1990-04-06T00:00:00.000Z,null,2013,null,https://www.youtube.com/embed/p-Ylj6ZUmtE
Take A Mic,Orly,,2.398081,48.743699,rapper,,,Take A Mic is a french rapper from Orly. ,,null,null,2015,null,https://www.youtube.com/embed/IM-4NccheX8
Orelsan,Alençon,,0.083678,48.431979,producer / dj,rapper,,"Aurélien Cotentin (born 1 August 1982 in Alençon, Orne), better known by his stage name Orelsan, is a French rapper, songwriter, record producer, actor and film director.",https://en.wikipedia.org/wiki/Orelsan,1982-08-01T00:00:00.000Z,null,2008,null,https://www.youtube.com/embed/tOq65m0gc5g
Grems,Paris,,2.346578,48.855452,producer / dj,rapper,,"Michaël Eveno, better known by his stage name Grems (born 25 October 1978), is a French rapper and producer of French hip hop and designer.",https://en.wikipedia.org/wiki/Grems,1978-10-25T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/4V0aGTFlzF4
Diam's,Orsay,Mondétour,2.181267,48.680257,rapper,singer,,Diam's (born Mélanie Georgiades on 25 July 1980) is a French-language rap artist of French and Greek Cypriot origin from Essone. She gained notoriety in France in the 2000. ,https://en.wikipedia.org/wiki/Diam's,1980-07-25T00:00:00.000Z,null,1996,2012,https://www.youtube.com/embed/Jsz43hm4GgI
Pit Baccardi,Paris,Ménilmontant,2.382906,48.866268,rapper,,,"Guillaume N'Goumou better know has Pit Baccardi, born 9 june 1978 in Cameroun, is a french rapper & producer from Paris. Pit Baccardi is the half brother of the rapper Dosseh.",https://fr.wikipedia.org/wiki/Pit_Baccardi,1978-06-09T00:00:00.000Z,null,1995,null,https://www.youtube.com/embed/AN8Tq5E8TlY
Shystie,Hackney,Northwold estate,-0.060929,51.562554,rapper,,,"Chanelle Scott Calica (born 25 December 1983), better known by her stage name Shystie, is an English rapper-songwriter and actress.",https://en.wikipedia.org/wiki/Shystie,1983-12-25T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/ucJi94rQA-Y
Nesbeal,Villiers-sur-Marne,Hautes-Noues,2.535869,48.835658,rapper,,,"Nabil Sahli (born 16 August 1978), better known by his stage name Nessbeal, is a French rapper from Villiers-sur-Marne, Val-de-Marne.",https://en.wikipedia.org/wiki/Nessbeal,1978-08-16T00:00:00.000Z,null,1999,null,https://www.youtube.com/embed/TxIF_P9VoRg
Mala,Boulogne-Billancourt,Pont de Sèvres,2.234341,48.830121,rapper,,,"Mala is a French rapper from Pont de Sèvres, Boulogne-Billandcourt. He was a member of the rap group Malekal Morte.",,null,null,1999,null,https://www.youtube.com/embed/j7XZ96XjFJc
Sofiane,Blanc Ménil,,2.47266,48.924417,rapper,,,"Sofiane Zermani (born 21 July 1986) better known by the mononym Sofiane is a French rapper of Algerian origin. He is also known by the name Fianso. He come from Le Blanc-Mesni, Seine-Saint-Denis.",https://en.wikipedia.org/wiki/Sofiane_(rapper),1986-07-21T00:00:00.000Z,null,2007,null,https://www.youtube.com/embed/6zIiuUH4Q8s
Kalash Criminel,Sevran,Rougemont,2.524996,48.936965,rapper,,,"Kalash Criminel is a French rapper of Congolese descent from Sevran, Seine-Saint-Denis.",,null,null,2016,null,https://www.youtube.com/embed/OYSHRYTprI8
Nèg' Marrons,Garges-Sarcelles,,2.401814,48.969739,group,,,"Nèg' Marrons is french hip-hop & reggae group from Garges-Sarcelles, Val-d'Oise. They was part of the Secteur A crew.",https://fr.wikipedia.org/wiki/N%C3%A8g'_Marrons,null,null,1995,null,https://www.youtube.com/embed/fOmQtEFbdkQ
Sinik,Les Ulis,Cité des Hautes Bergères,2.168392,48.684966,rapper,,,"Thomas Idir a.k.a. Sinik (born June 26, 1980) is a French rap artist. His father is Algerian while his mother is French. ",https://en.wikipedia.org/wiki/Sinik,1980-06-26T00:00:00.000Z,null,1996,2017,https://www.youtube.com/embed/dU0c6LjNEy0
Alibi Montana,La Courneuve,La cité des 4000,2.38,48.926,rapper,,,"Nikarson Saint-Germain better known by his stage name Alibi Montana (born in Villetaneuse, Seine-Saint-Denis, France in 1978) is a French rapper of Haitian origin.",https://en.wikipedia.org/wiki/Alibi_Montana,null,null,1999,null,https://www.youtube.com/embed/QuUGVaijFW4
Kool Keith,New York,Bronx,-73.882479,40.844672,rapper,,,"Keith Thornton (born October 7, 1966), better known by his stage name Kool Keith, is an American rapper from The Bronx, New York known for his surreal, abstract and often profane or incomprehensible lyrics.",https://en.wikipedia.org/wiki/Kool_Keith,1966-10-07T00:00:00.000Z,null,1984,null,https://www.youtube.com/embed/Sv6dYo_S8lg
Hamza,Bruxelles,Bockstael,4.342225,50.877058,producer / dj,rapper,,"Hamza is a rapper, producer from Bruxelles, Belgium. He had gained notoriety in 2015 with is free mixtape H24.",,null,null,2013,null,https://www.youtube.com/embed/bQa1Ln2nDLk
Ab-Soul,Los Angeles,Carson,-118.263819,33.858318,rapper,,,"Herbert Anthony Stevens IV (born February 23, 1987), better known by his stage name Ab-Soul, is an American hip hop recording artist from Carson, California.  He is a member of the record label Top Dawg Entertainment (TDE).",https://en.wikipedia.org/wiki/Ab-Soul,1987-02-23T00:00:00.000Z,null,2002,null,https://www.youtube.com/embed/XiMt_5DRpeM
Beanie Sigel,Philadelphia,,-75.17561,39.927645,rapper,,,"Dwight E. Grant (born March 6, 1974), better known by his stage name Beanie Sigel, is an American rapper and actor from Philadelphia, Pennsylvania. As a former artist of Roc-A-Fella Records he had formed a close association with rappers Jay-Z.",https://en.wikipedia.org/wiki/Beanie_Sigel,1974-03-06T00:00:00.000Z,null,1995,null,https://www.youtube.com/embed/qKdS2WHUsIE
Dom Kennedy,Los Angeles,Leimert Park,-118.323207,34.011436,rapper,,,"Dominic Ross Hunn (born August 22, 1984), better known by his stage name Dom Kennedy, is an American rapper from Leimert Park, Los Angeles, California.",https://en.wikipedia.org/wiki/Dom_Kennedy,1984-08-22T00:00:00.000Z,null,2008,null,https://www.youtube.com/embed/gPzx06MjSvc
Problem,Los Angeles,Compton,-118.225416,33.876146,rapper,,,"Jason Martin (born May 8, 1985), better known by his stage name Problem, is an American rapper.  He is best known for his single ""Like Whaaat"" and for featuring on E-40's ""Function"".",https://en.wikipedia.org/wiki/Problem_(rapper),1985-05-08T00:00:00.000Z,null,2006,null,https://www.youtube.com/embed/9QCXhD7uDG8
Iamsu!,Pinole,,-122.286,37.991,producer / dj,rapper,singer,"Sudan Ameer Williams (born November 16, 1989) better known by his stage name Iamsu!, is an American rapper, singer, and producer from Pinole, California.",https://en.wikipedia.org/wiki/Iamsu!,1989-11-16T00:00:00.000Z,null,2007,null,https://www.youtube.com/embed/clq0utOguMI
Lord Infamous,Memphis,,-90.039561,35.092953,rapper,,,"Ricky T Dunigan (November 17, 1973 – December 20, 2013), better known by his stage name Lord Infamous, was an American rapper from Memphis, Tennessee. He was best known as co-founder of the Memphis rap group Three 6 Mafia.",https://en.wikipedia.org/wiki/Lord_Infamous,1973-11-17T00:00:00.000Z,2013-12-20T00:00:00.000Z,1990,2013,https://www.youtube.com/embed/lZM0pBNVMW0
Rae Sremmurd,Tupelo,Ida Street Housing Projects,-88.731701,34.251084,group,,,"Rae Sremmurd is an American hip hop duo originating from Tupelo, Mississippi formed by Swae Lee and Slim Jxmmi. The group is best know for their hit Black Beatles.",https://en.wikipedia.org/wiki/Rae_Sremmurd,null,null,2013,null,https://www.youtube.com/embed/b8m9zhNAgKs
Lil Yachty,Atlanta,Austell,-84.641416,33.815649,rapper,,,"Miles Parks McCollum (born August 23, 1997), better known by his stage name Lil Yachty, is an American hip hop recording artist from Atlanta.",https://en.wikipedia.org/wiki/Lil_Yachty,1997-08-23T00:00:00.000Z,null,2015,null,https://www.youtube.com/embed/FvpWJKRPadk
Danger Mouse,Athens,,-83.380205,33.955017,producer / dj,,,"Brian Joseph Burton (born July 29, 1977), better known by his stage name Danger Mouse, is an American musician, songwriter and record producer.",https://en.wikipedia.org/wiki/Danger_Mouse_(musician),1977-07-29T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/vq8hrg4rO2g
The Streets,Birmingham,West Heath,-1.957965,52.396642,producer / dj,rapper,,"The Streets were an English hip hop and UK garage project from Birmingham, England, led by the vocalist and multi-instrumentalist Mike Skinner.",https://en.wikipedia.org/wiki/The_Streets,null,null,1994,2011,https://www.youtube.com/embed/QIKqw-pTiJ0
Richie Rich,Oakland,,-122.233585,37.800256,rapper,,,"Richard Serrell, better known by his stage name Richie Rich, is a rapper from Oakland, California. He currently runs his own record label, Ten-Six Records.",https://en.wikipedia.org/wiki/Richie_Rich_(rapper),1968-06-25T00:00:00.000Z,null,1986,null,https://www.youtube.com/embed/QDIQ0L2i0cE
Jimmy Spicer,New York,Brooklyn,-74.0002,40.682408,rapper,,,"James Bromley Spicer, better known by his stage name Jimmy Spicer, is an American hip hop recording artist who released a number of old school rap singles during the late 1970s and early 1980s.",https://en.wikipedia.org/wiki/Jimmy_Spicer,null,null,1980,1990,https://www.youtube.com/embed/fMwDdEGrt8E
Ma$e,New York,Harlem,-73.940188,40.817315,rapper,,,"Mason Durell Betha (born August 27, 1975), better known by stage name Mase (formerly often stylized Ma$e or MA$E), is an American hip hop recording artist from Harlem, New York.",https://en.wikipedia.org/wiki/Mase,1975-08-27T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/oCdE_bl0q1g
Cam'ron,New York,Harlem,-73.944868,40.826607,rapper,,,"Cameron Ezike Giles (born February 4, 1976), better known by his stage name Cam'ron, is an American rapper and actor  from Harlem, New York. He is the de facto leader of East Coast hip hop groups The Diplomats (also known as Dipset)",https://en.wikipedia.org/wiki/Cam%27ron,1976-02-04T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/m60XKqEEnfg
Stomy Bugsy,Sarcelle,,2.372283,48.974476,rapper,,,"Stomy Bugsy born Gilles Duarte (21 May 1972) is a French rapper and actor from Sarcelles, France. He is a member of the group Minister AMER with the rapper Passi.",https://en.wikipedia.org/wiki/Stomy_Bugsy,1972-05-21T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/izstQnMbnFo
Passi,Sarcelle,,2.37766,48.978217,rapper,,,"Passi Balende better know has Passi is a French hip hop artist who became famous in the mid-1990s with the group Ministère AMER, which included himself and Stomy Bugsy. He is most widely known, however, as a solo artist.",https://en.wikipedia.org/wiki/Passi,1972-12-21T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/h--37amvez4
Spoonie Gee,New York,Harlem,-73.95099,40.810218,rapper,,,"Gabriel Jackson (born 1963), better known by his stage name Spoonie Gee is an American rap artists from Harlem, New York.",https://en.wikipedia.org/wiki/Spoonie_Gee,null,null,1975,null,https://www.youtube.com/embed/OEWTaMSe64w
Yelawolf,Nashville,,-86.786701,36.143001,rapper,,,"Michael Wayne Atha (born December 30, 1979), better known as Yelawolf, is an American hip hop recording artist.",https://en.wikipedia.org/wiki/Yelawolf,1979-12-30T00:00:00.000Z,null,2005,null,https://www.youtube.com/embed/np3pU-dLok4
Driver,Sarcelle,,2.386947,48.981097,rapper,,,"Driver is a French rapper, actor from Sarcelles (Val-d'Oise) born in 1976. Better know for is song Aie Aie Aie on the album ""Le grand schelem"".",https://fr.wikipedia.org/wiki/Driver_(rappeur),null,null,1990,null,https://www.youtube.com/embed/ChCshWIM0Qo
The Jacka,Pittsburg,,-121.897252,38.015785,rapper,,,"Dominick Newton (August 12, 1977 – February 2, 2015), better known by his stage name The Jacka, was an American rapper from Pittsburg, California. The Jacka got his start with his group, Mob Figaz.",https://en.wikipedia.org/wiki/The_Jacka,1977-08-12T00:00:00.000Z,2015-02-02T00:00:00.000Z,1998,2015,https://www.youtube.com/embed/DdewgXQWC3w
Mozzy,Sacramento,Oak Park,-121.457188,38.548291,rapper,,,"Timothy ""Mozzy"" Patterson american rapper from Oak Park, Sacramento. Mozzy started rapping in 2004 under the name Lil' Tim, before changing his stage name to Mozzy in 2012.",https://en.wikipedia.org/wiki/Mozzy,1987-06-24T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/nIgFaS1yA0w
Chamillionaire,Houston,,-95.570445,29.88786,rapper,,,"Hakeem Seriki (born November 28, 1979), better known by his stage name Chamillionaire, is an American musician, rapper from Houston, Texas.",https://en.wikipedia.org/wiki/Chamillionaire,1979-11-28T00:00:00.000Z,null,1997,null,https://www.youtube.com/embed/CtwJvgPJ9xw
Robb Bank$,Coral Springs,,-80.21448,26.284915,rapper,,,"Richard Burrell (born September 24, 1994) better known by his stage name Robb Banks (formerly stylized Robb Bank$), is an American hip hop recording artist from Coral Springs, Florida.",https://en.wikipedia.org/wiki/Robb_Banks,1994-09-24T00:00:00.000Z,null,2011,null,https://www.youtube.com/embed/rZL8d25EiHQ
Casey,Blanc-Mesnil,,2.466131,48.942213,rapper,,,"Cathy Palenne know as Casey, is a French rapper from Blanc-Mesnil, Seine-Saint-Denis.",https://fr.wikipedia.org/wiki/Casey_(rappeuse),null,null,1995,null,https://www.youtube.com/embed/_L6VuuBIc2w
NoClue,Seattle,,-122.38474,47.563401,rapper,,,"Ricky Raphel Brown (born January 28, 1985), known by the stage name NoClue, is an American rapper from Seattle. He is best known for obtaining the title of the world's official “Fastest Rap MC” by Guinness World Records.",https://en.wikipedia.org/wiki/NoClue,1985-01-28T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/7eqshogALsc?list=RDHIK7ffpdRdY
Sir Mix-a-Lot,Seatle,Capitol Hill,-122.316756,47.6274,rapper,,,"Anthony Ray (born August 12, 1963), better known by his stage name Sir Mix-a-Lot, is an American rapper and producer based in Seattle, Washington.",https://en.wikipedia.org/wiki/Sir_Mix-a-Lot,1963-08-12T00:00:00.000Z,null,1983,2003,https://www.youtube.com/embed/SBPpy_SVV_0
Nacho Picasso,Seatle,,-122.327673,47.564748,rapper,,,"Jesse Robinson, better known by his stage name Nacho Picasso, is an American rapper from Seattle, Washington. He is a member of Moor Gang rap collective.",https://en.wikipedia.org/wiki/Nacho_Picasso,1983-10-30T00:00:00.000Z,null,2010,null,https://www.youtube.com/embed/ixaTVf9JG9o
La caution,Noisy-le-Sec,,2.458637,48.895434,group,,,La Caution is a French hip hop duo consisting of members Hi-Tekk and Nikkfurie of Moroccan descent.,https://en.wikipedia.org/wiki/La_Caution,null,null,1999,null,https://www.youtube.com/embed/uoQGtk0I8a8
Svinkels,Paris,,2.360646,48.85363,group,,,"Svinkels is a french Hip Hop band composed of three MCs : Gérard Baste, Nikus Pokus, et Mr. Xavier (alias XanaX), active between 1994 and 2009.",https://fr.wikipedia.org/wiki/Svinkels,null,null,1994,2009,https://www.youtube.com/embed/H1GZydVTdnI
TTC,Paris,,2.289997,48.847221,group,,,"TTC is a French hip hop group from Paris. It consists of Tido Berman, Teki Latex, Cuizinier, Orgasmic, Para One, and Tacteel.",https://en.wikipedia.org/wiki/TTC_(band),null,null,1999,2013,https://www.youtube.com/embed/5VxmRw6LmBQ
Cormega,Brooklyn,,-73.955178,40.664684,rapper,,,"Cory McKay (born April 26, 1970), better known by his stage name Cormega, is an American rapper and songwriter from Brooklyn, New York.",https://en.wikipedia.org/wiki/Cormega,1970-04-26T00:00:00.000Z,null,1990,null,https://www.youtube.com/embed/z5nZtPz7F18
Fuzati,Versailles,,2.144603,48.812135,producer / dj,rapper,,Fuzati (born in 1978) is a French rapper originating from Versailles. He was co-founder in 2000 of Klub des Loosers.,https://en.wikipedia.org/wiki/Fuzati,null,null,2003,null,https://www.youtube.com/embed/Mqx6dJ2l66M
Mafia K1 Fry,Paris,Val-de-Marne,2.410339,48.763903,group,,,"Mafia K-1 Fry sometimes stylized as Mafia K'1 Fry is a French collective of hip hop rappers from the Val-de-Marne and the Orly-Choisy-Vitry-Joinville axis, south of Paris.",https://en.wikipedia.org/wiki/Mafia_K-1_Fry,null,null,1995,null,https://www.youtube.com/embed/QzoBB9NO9Dc
ATK,Paris,12th Arrondissement,2.408019,48.847175,group,,,"ATK is a French rap band from Paris. Created in 1995 and mainly know for their album Heptagone (1998). The group is composed of Axis, Cyanure, Freko Ding', Test and Fredy K.",https://fr.wikipedia.org/wiki/ATK_(groupe),null,null,1995,null,https://www.youtube.com/embed/7pGqFGRIuPM
Tandem,Aubervilliers,,2.387739,48.915267,group,,,"Tandem was a French rap band from Aubervilliers, Seine-Saint-Denis formed by Mac Tyer, de Mac Kregor et & Mac Thyff.",https://fr.wikipedia.org/wiki/Tandem_(groupe),null,null,1999,2012,https://www.youtube.com/embed/icgYS_u8TtI
Suprême NTM,Saint-Denis,,2.377206,48.944615,group,,,Suprême NTM (or simply NTM) is a French hip hop group formed in 1989 in the Seine-Saint-Denis département. The group comprises rappers Joey Starr (born Didier Morville) and Kool Shen (born Bruno Lopes).,https://en.wikipedia.org/wiki/Supr%C3%AAme_NTM,null,null,1989,2001,https://www.youtube.com/embed/Y4uOM7s38XA
Poison Clan,Miami,,-80.232722,25.759119,group,,,"Poison Clan was a Southern hip-hop group signed to Luke Records from 1990 to 1995, the group had various line-ups and members were JT Money, Thomas Brooks of Marianna Fl, Debonaire, Drugz, Uzi, Madball and Big Ram. Thomas Brooks played an important role in the development of the Dirty South movement that developed late in the decade.",https://en.wikipedia.org/wiki/Poison_Clan,null,null,1990,1995,https://www.youtube.com/embed/nIy5nXbGZLo
Alpha 5.20,Épinay-sur-Seine,Orgemont,2.295619,48.955525,rapper,,,"Alpha 5.20 is an French rapper, from Épinay-sur-Seine, Seine-Saint-Denis. He is the leader of the Ghetto Fabulous Gang.",https://fr.wikipedia.org/wiki/Ghetto_Fabulous_Gang,null,null,2001,null,https://www.youtube.com/embed/fBkbkgMAac0
Trina,Miami,Liberty City,-80.224095,25.831001,rapper,,,"Katrina Laverne Taylor (born December 3, 1978), better known by her stage name Trina, is an American rapper. Trina first gained notoriety in 1998 with her appearance on Trick Daddy's second studio album www.thug.com on the single ""Nann Nigga"".",https://en.wikipedia.org/wiki/Trina,1978-12-03T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/grmJsiGf5Bk
Ace Hood,Deerfield Beach,,-80.117266,26.295358,rapper,,,"Antoine McColister (born May 11, 1988), better known by his stage name Ace Hood, is an American rapper. He was born in Port St. Lucie, Florida and raised in Deerfield Beach, Florida. He is signed to DJ Khaled's label We the Best Music Group and was formerly signed to Def Jam Recordings and Cash Money Records.",https://en.wikipedia.org/wiki/Ace_Hood,1988-05-11T00:00:00.000Z,null,2006,null,https://www.youtube.com/embed/r_dh16HQkqQ
Dj Khaled,Miami,,-80.274584,25.932657,producer / dj,rapper,,"Khaled Mohamed Khaled (born November 26, 1975), known professionally as DJ Khaled, is an American record producer, radio personality, DJ, record label executive, and author.",https://en.wikipedia.org/wiki/DJ_Khaled,1975-11-26T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/-p0bNOxBhgc
Luke,Miami,,-80.13949,25.812905,producer / dj,rapper,,"Luther Roderick Campbell (born December 22, 1959), also known as Luke Skyywalker and simply Luke, rapper, promoter, and actor. He is best known as a one-time member and leader of rap group 2 Live Crew, and star of his own short-lived show on VH1, Luke's Parental Advisory.",https://en.wikipedia.org/wiki/Luther_Campbell,1959-12-22T00:00:00.000Z,null,1981,2010,https://www.youtube.com/embed/fvNDimHIfws
Raider Klan,Miami,Carol City,-80.270063,25.947376,group,,,"Raider Klan (RVIDXR KLVN) was formed and led by Spaceghostpurrp, based out of Carol City, Florida. Early 2008, Raider Klan Records was officially formed with members Dough Dough Da Don, Kadafi, Muney Junior and Jitt. Jitt suffered a tragic death in 2010, making Spaceghostpurrp become more active.",,null,null,2008,null,https://www.youtube.com/embed/SrQmO233jjI
GLC,Chicago,,-87.625539,41.853561,rapper,,,"Leonard D. Harris (born December 1, 1974), better known by his stage name GLC, is an American rapper from Chicago, Illinois.",https://en.wikipedia.org/wiki/GLC_(rapper),1974-12-01T00:00:00.000Z,null,2003,null,https://www.youtube.com/embed/9RLOmICvDKU
Proof,Detroit,,-82.986971,42.443729,rapper,,,"eShaun Dupree Holton (October 2, 1973 – April 11, 2006), better known by his stage name Proof, was an American rapper and actor from Detroit, Michigan. He was a member of the groups D12. He was a close childhood friend of rapper Eminem. In 2006, Proof was shot and killed during an altercation at the CCC nightclub in Detroit.",https://en.wikipedia.org/wiki/Proof_(rapper),1973-10-02T00:00:00.000Z,2006-04-11T00:00:00.000Z,1992,2006,https://www.youtube.com/embed/U4MfApWb69g
Vic Mensa,Chicago,Hyde Park,-87.592528,41.799292,rapper,,,"Victor Kwesi Mensah[3] (born June 6, 1993), better known by his stage name Vic Mensa, is a Grammy-nominated American rapper from Chicago, Illinois. He is currently signed to Roc Nation and was a member of the group Kids These Days.",https://en.wikipedia.org/wiki/Vic_Mensa,1993-06-06T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/KPWXOAYlgOc
Bones,Howell,,-83.932985,42.606339,rapper,,,"Elmo Kennedy O'Connor, known professionally as Bones, is an American rapper. He's a native of Muir, California, but grow up in Howell, Michigan. He is notable for the frenetic pace at which he releases new music, including over 40 mixtapes.\r\n",https://en.wikipedia.org/wiki/Bones_(rapper),null,null,2010,null,https://www.youtube.com/embed/0IYght7FGdg
OJ Da Juiceman,Atlanta,Sun Valley Appartements,-84.327938,33.715384,rapper,,,"Otis Williams, Jr. (born November 23, 1981), better known by his stage name OJ Da Juiceman, is an American rapper, actor and songwriter. OJ da Juiceman is founder of vanity label 32 Entertainment.",https://en.wikipedia.org/wiki/OJ_da_Juiceman,1981-11-23T00:00:00.000Z,null,2003,null,https://www.youtube.com/embed/qEn0dBVW18I
Rich Homie Quan,Atlanta,,-84.3258,33.7053,rapper,,,"Dequantes Devontay Lamar (born October 4, 1989) better known by his stage name Rich Homie Quan, is an American hip hop recording artist from Atlanta, Georgia.",https://en.wikipedia.org/wiki/Rich_Homie_Quan,1989-10-04T00:00:00.000Z,null,2012,null,https://www.youtube.com/embed/bWMw4vE3J8s
Riff Raff,Houston,Copperfield,-95.67729,29.88028,rapper,,,"Horst Christian Simco (born January 29, 1982), better known by the stage name Riff Raff, is an American rapper from Houston, Texas.",https://en.wikipedia.org/wiki/Riff_Raff_(rapper),1982-01-29T00:00:00.000Z,null,2005,null,https://www.youtube.com/embed/JxLS-cpgbe0
Waka Flocka Flame,Atlanta,Riverdale,-84.413303,33.562576,rapper,,,"Juaquin James Malphurs (born May 31, 1986), better known as Waka Flocka Flame or simply Waka Flocka, is an American rapper from Riverdale, Georgia.",https://en.wikipedia.org/wiki/Waka_Flocka_Flame,1986-05-31T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/odAUGyNMZsk
Necro,Brooklyn,Glenwood Houses,-73.919377,40.636075,rapper,,,"Ron Braunstein (born June 7, 1976), better known by his stage-name Necro, is an American rapper from Brooklyn. He is the owner of Psycho+Logical-Records founded November, 1999.",https://en.wikipedia.org/wiki/Necro_(rapper),1976-06-07T00:00:00.000Z,null,2000,null,https://www.youtube.com/embed/5n1ETxqcsNY
Jedi Mind Tricks,Philadelphia,Clifton Heights,-75.29333,39.930133,group,,,"Jedi Mind Tricks (JMT) is an underground hip hop duo from Philadelphia, Pennsylvania, founded by two high school friends, rapper Vinnie Paz (Vincenzo Luvineri) and producer Stoupe the Enemy of Mankind (Kevin Baldwin). ",https://en.wikipedia.org/wiki/Jedi_Mind_Tricks,null,null,1993,null,https://www.youtube.com/embed/JtaRC9vHSgY
Chino XL,New York,Bronx,-73.914407,40.832285,rapper,,,"Derek Keith Barbosa (born April 8, 1974), better known by his stage name Chino XL, is an American rapper and actor, known for his ""technically"" accomplished style.",https://en.wikipedia.org/wiki/Chino_XL,1974-04-08T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/AOU5LOYvibQ
Kool Moe Dee,New York,Harlem,-73.955721,40.811703,rapper,,,"Mohandas Dewese (born August 8, 1962), better known by his stage name Kool Moe Dee, is an American hip hop MC prominent in the late 1970s through the early 1990s. He was one of the first rappers to earn a Grammy Award and was the first rapper to perform at the Grammys.",https://en.wikipedia.org/wiki/Kool_Moe_Dee,1962-08-08T00:00:00.000Z,null,1980,null,https://www.youtube.com/embed/kzD18q0-Tq0
Kris Kross,Atlanta,,-84.387607,33.757016,group,,,"Kris Kross was an American hip hop duo formed in the early 1990s and consisting of Chris ""Mac Daddy"" Kelly and Chris ""Daddy Mac"" Smith. The duo hit worldwide status with their 1992 smash hit, ""Jump"".",https://en.wikipedia.org/wiki/Kris_Kross,null,null,1991,2001,https://www.youtube.com/embed/010KyIQjkTk
Kool G Rap,Queens,LeFrak City,-73.860869,40.736308,rapper,,,"Nathaniel Thomas Wilson (born July 20, 1968), better known by his stage name Kool G Rap, is an American rapper from LeFrak City, Queens. He began his career in the mid-1980s as one half of the group Kool G Rap & DJ Polo and as a member of the Juice Crew.",https://en.wikipedia.org/wiki/Kool_G_Rap,1968-07-20T00:00:00.000Z,null,1986,null,https://www.youtube.com/embed/j6VmV3D-7D4
Masta Ace,Brooklyn,Brownsville,-73.914589,40.658914,rapper,,,"Duval Clear (born December 4, 1966), known better by his stage name Masta Ace, is an American rapper and record producer from Brownsville, Brooklyn.",https://en.wikipedia.org/wiki/Masta_Ace,1966-12-04T00:00:00.000Z,null,1988,null,https://www.youtube.com/embed/dV6U0Mud3pU
 Naughty by Nature,East Orange,,-74.213997,40.757701,group,,,"Naughty by Nature is a Grammy Award-winning American hip hop trio from East Orange, New Jersey consisting of Treach (Anthony Criss, born December 2, 1970), Vin Rock (Vincent Brown, born September 17, 1970), and DJ Kay Gee (born Keir Lamont Gist, September 15, 1969).",https://en.wikipedia.org/wiki/Naughty_by_Nature,null,null,1988,2002,https://www.youtube.com/embed/6xGuGSDsDrM
"Royce da 5'9""",Detroit,Oak Park,-83.180213,42.464894,rapper,,,"Ryan Daniel Montgomery (born July 5, 1977), better known by his stage name Royce da 5′9″, is an American rapper from Detroit, Michigan. He is best known for his longtime association with Eminem as well as his solo career.",https://en.wikipedia.org/wiki/Royce_da_5'9%22,1977-07-05T00:00:00.000Z,null,1995,null,https://www.youtube.com/embed/2YGAIpDuy6s
Sniper,Deuil-la-Barre,,2.325747,48.970734,group,,,"Sniper is a French hip hop band from the Val-d'Oise department consisting of Tunisiano (Bachir Baccour) and Aketo (Ryad Selmi). Blacko, also known as Afrikaf (Karl Appela), was a member of the group until his departure in July 2007.",https://en.wikipedia.org/wiki/Sniper_(group),null,null,1997,null,https://www.youtube.com/embed/1MI6ADAb-ms
Starflam,Liege,,5.554746,50.610088,group,,,"Starflam is a Belgian hip hop group from Liège, Belgium. The group members are DJ Mig One, Fred'alabas, Seg and Balo,  Akro and Mista R.",https://en.wikipedia.org/wiki/Starflam,null,null,1996,null,https://www.youtube.com/embed/iSPtKaX3PHM
Veence Hanao,Bruxelles,,4.411452,50.836837,producer / dj,rapper,singer,"Veence Hanao is a rapper/singer, producer, songwriter from Bruxelles, Belgium. ",,null,null,2006,null,https://www.youtube.com/embed/3rTI3J__EoE
Graig David, Southampton,Holyrood Estate,-1.3995,50.9005,rapper,singer,,"Craig Ashley David (born 5 May 1981) is a British singer, songwriter, rapper and singer who rose to fame in 1999, featuring on the single, ""Re-Rewind"" by Artful Dodger.",https://en.wikipedia.org/wiki/Craig_David,1981-05-05T00:00:00.000Z,null,1999,null,https://www.youtube.com/embed/ABuWphlnZ1A?list=PLhdKU2BgHUdBp0mZ3bn7OyI3F5ROzS3Za
