Lyrics,Count
chains,16
"room,",16
battle,16
boots,16
L-B-C,16
He'll,16
natural,16
gate,16
again),16
feeling),16
hat,16
showing,16
ge-get,16
overseas,16
Ass,16
lyrics,16
up...,16
"tell,",16
homicide,16
be?,16
swim,16
fans,16
bein',16
faith,15
day),15
disappear,15
dare,15
baller,15
checking,15
takin,15
rise,15
scratch,15
baby's,15
Goodbye,15
suppose,15
breeze,15
"for,",15
Z,15
devil,15
defeated,15
tracks,15
Jealousy,15
"though,",15
Eyes,15
"fast,",15
doctor,15
role,15
sellin',15
sitting,15
"law,",15
Hop,15
Chronic,15
account,15
built,15
Cold,15
sounds,15
gangbang,15
"at,",15
Really,15
drinkin',15
hatin',15
up.,15
Orleans,15
affiliated,15
gift,15
God!,15
'bout?,15
D's,15
hardest,15
"wow,",15
exhale,15
windin',15
laugh,15
Cuzz,15
"slow,",15
hittin,15
enter,15
baby?,15
especially,15
slim,15
lighter,15
Ghetto,15
Dip,15
hog,15
"block,",15
cracking,15
indeed,15
naw,15
D-O-G,15
"dank,",15
"school,",15
chose,15
(bitch),15
model,15
Gucci,15
Uhh,15
tilted,15
sheets,15
Neva,15
Tonight's,15
finally,15
I'm-a,15
Al,15
flying,15
guaranteed,15
dangerous,15
Boom,15
sister,15
Holler,15
vapors,15
dancin',15
toc,15
suckas,15
??,15
grey,15
"joint,",15
homie),15
thrills,15
+,15
[Repeat,15
dank,15
"cold,",15
Chandon,15
"damn,",15
runnin,15
diamond,15
reveal,15
jockin?,15
spots,15
(Named,15
Any,15
whenever,15
gain,15
nuttin',15
"lips,",15
Angeles),15
stone,15
"dip,",15
(F*ck,15
rude,15
stole,15
lo,15
river,15
Makin',15
Doggystyle,15
dog),15
hos,15
witchu?,15
mutha,15
Gz,15
fairy,15
Eight,15
station,15
Imma,15
jealousy,15
breaks,15
"moves,",15
Westside,15
hurry,15
Sit,15
train,15
feelin,15
here),15
proof,15
Miami,15
Believe,15
months,15
curb,15
lap,15
forgot,15
Mack,15
kickin',15
"Wiggle,",15
sumething,15
diss,15
"O,",15
brings,15
Drip,15
"boys,",15
Ride,15
(Going,15
fifty,15
Til,15
"stress,",15
Jesus),15
pounds,15
remind,15
Sweat,14
Pick,14
(Come,14
bill,14
spinning,14
rider,14
bullets,14
"flow,",14
Everytime,14
"we,",14
Born,14
twelve,14
Sexual,14
Momma,14
f***,14
book,14
uhh,14
moves,14
Rich,14
kicked,14
Dogg?,14
televised,14
baddest,14
"freak,",14
spent,14
daily,14
"crazy,",14
longer,14
fold,14
hotel,14
poppin,14
flippin',14
"shine,",14
smog,14
wrote,14
effect,14
dig?,14
speed,14
short,14
stayed,14
nose,14
[Daz,14
wickedness,14
D-R-E),14
sees,14
Sittin',14
"cause,",14
"mic,",14
Two:,14
Bill,14
missed,14
somewhere,14
studio,14
tie,14
"some,",14
ship,14
ohh,14
shank,14
tongue,14
okay,14
(got,14
hangover-over-over,14
um,14
Bout,14
"soul,",14
wipe,14
swoll,14
Feeling,14
Evander,14
"dough,",14
"(Ehh,",14
swallow,14
"southside,",14
listenin',14
(he's,14
yeah!,14
"fresh,",14
"lie,",14
Blowin',14
tech,14
f*cker,14
Something,14
grand,14
"Loc,",14
"(Life,",14
Shocker,14
killin',14
(from,14
Gold,14
granny,14
laws,14
eruption,14
plenty,14
9mm,14
press,14
James,14
sorry,14
needs,14
dup,14
heaters,14
???,14
"chest,",14
[Bigg,14
Ah,14
strip,14
"deal,",14
stepped,14
Ridin',14
strike,14
steel,14
"morning,",14
d,14
"sleep,",14
girl's,14
May,14
songs,14
slapped,14
ugly,14
lifestyle,14
we've,14
Mystikal,14
difference,14
whistle,14
triple,14
legs,14
"S,",14
faden,14
styles,14
bloody,14
scoop,14
lines,14
darlin',14
yellin',14
lake,14
fail,14
often,14
gangsters,14
admit,14
"player,",14
"Fool,",14
capital,14
Best,14
stopped,14
"fail,",14
"Sweat,",14
adore,14
"devil,",14
Breakin',14
mornin',14
tell),14
regrets,14
lies,14
"nuts,",14
naked,14
down),14
mail,14
DP),14
socks,14
cataracts,14
Magic,14
"Hangover,",14
pad,14
sport,14
Talkin',14
episode,14
"shoes,",14
Dig,14
[Dogg],14
lived,13
seeds,13
"rap,",13
"Life,",13
carry,13
"understand,",13
finger,13
"Compton,",13
"call,",13
"mami,",13
"Cristal,",13
"run,",13
breath,13
8,13
hoping,13
"well,",13
chances,13
with?,13
"mo',",13
"(oh,",13
bucks,13
playa),13
parole,13
killas,13
Downtown,13
"whips,",13
dro,13
was?,13
mac,13
walked,13
Central,13
puttin',13
holdin,13
"hell,",13
Which,13
El,13
Brick,13
pool,13
contact,13
"crew,",13
peel,13
Doc,13
coffin,13
bucket,13
Known,13
aim,13
bumpin',13
group,13
"And,",13
away),13
broad,13
el,13
revolution,13
hating,13
famous,13
P],13
"(ooh,",13
"Hmm,",13
penthouse,13
Sometimes,13
Yo',13
"parole,",13
steppin',13
Set,13
tomorrow,13
ago,13
staying,13
trap,13
map,13
"whatever,",13
Half,13
E,13
F*cking,13
[Guru],13
Gettin',13
g's,13
sea,13
danger,13
(give,13
nights,13
pair,13
Texas,13
blam,13
core,13
riders,13
Eastwood,13
leavin',13
rid,13
Faden,13
jealous,13
Sunday,13
sir,13
"them,",13
night),13
explore,13
Motherf*cker,13
Wherever,13
City,13
force,13
Dear,13
(oh),13
queen,13
maintain,13
"ladies,",13
coke,13
dressed,13
"fun,",13
Whether,13
'Bout,13
keeping,13
putting,13
on?,13
room?,13
woke,13
snaps,13
Bounce,13
table,13
dude,13
happening,13
feared,13
slangin,13
I?,13
questions,13
(love,13
Xzibit,13
losin',13
skin,13
bathroom,13
"legit,",13
Doing,13
Tank,13
forth,13
n*gger,13
"dollars,",13
[Soopafly],13
separate,13
I),13
"Kurupt,",13
Was,13
blacks,13
"strap,",13
"Yea,",13
"ball,",13
caps,13
"beats,",13
"cry,",13
faces,13
flick,13
rolls,13
winter,13
waste,13
Feels,13
skirt,13
places,13
rear,13
"What,",13
bustin',13
(Always,13
Wait,13
hollow,13
service,13
add,13
notice,13
cases,13
wheel,13
(They,13
"uh-huh,",13
man!,13
"Bass,",13
Superman,13
busta,13
"LBC,",13
"dub,",13
Ya'll,13
dawn,13
deuce,13
"loc,",12
slug,12
Gs,12
"fall,",12
broads,12
throwing,12
"button,",12
fan,12
murder),12
expose,12
invited,12
Mr,12
"ground,",12
Everyday,12
conceal,12
cook,12
"sai,",12
you.,12
(breathe,12
stepping,12
"sea,",12
load,12
"""The",12
T,12
feds,12
protect,12
playas,12
tears,12
"days,",12
fed,12
pipe),12
riot,12
flipping,12
instead,12
sleeping,12
"'cause,",12
[Lil',12
saying?,12
bake,12
muthaf*cka,12
"phone,",12
gats,12
post,12
stereo,12
Spend,12
chickens,12
Sitting,12
Jane),12
wood,12
champagne,12
plug,12
gang-bang,12
azz,12
actin,12
(nigga),12
backyard,12
witness,12
Saying,12
S-N-double,12
friendly,12
[Got,12
rob,12
"hoo,",12
Drinkin',12
feeling?,12
20-Apr,12
stopping,12
bus,12
dropping,12
toys,12
shame,12
sprung,12
Mike,12
keepin',12
"front,",12
thin,12
huh),12
chilling,12
Tanqueray,12
Find,12
(ha,12
dreamin’,12
droppin',12
confused,12
digits,12
Pimping,12
trips,12
Whatchu,12
zag,12
"pimpin',",12
ghost,12
Probably,12
40,12
Drink,12
walkin,12
"watch,",12
grabbed,12
weight,12
"gun,",12
"saved,",12
metal,12
jumpin',12
coach,12
stayin',12
"too,",12
flop,12
"by,",12
Bump,12
quiet,12
yippy,12
Oohh,12
Homie,12
flight,12
Dancing,12
exactly,12
Zone,12
wen,12
"chill,",12
Thang,12
dolla,12
wishin',12
shizzle,12
"n****,",12
(Breathe,12
sight,12
titties,12
girl],12
La,12
Rat-tat-tat-tat,12
100,12
gang-gangsta,12
pill,12
seeing,12
Burn,12
uncle,12
Creep,12
luck,12
Ed,12
rides,12
rocking,12
Lets,12
Treat,12
"nut,",12
cheddar,12
Style,12
Seen,12
Atlanta,12
mighty,12
tuck,12
(,12
earn,12
Holiday,12
missing,12
fullest,12
deez,12
thirty,12
tail,12
hardcore,12
goin’,12
Stuck,12
"can,",12
cha',12
"blunt,",12
automatic,12
o,12
creepin,12
layin,12
(Bend,12
Full,12
jet,12
L,12
fantasy,12
assassin,12
"west,",12
Holyfield,12
F*ckin,12
world),12
Hard,12
circle,12
"forever,",12
spill,12
stoppin',12
Dre?,12
(on,12
strikes,12
Home,12
(so,12
code,12
penitentiary,12
"ice,",12
o',12
Murder,12
bringin',12
"hook,",12
country,12
hustler,12
usually,12
Thank,12
Forget,12
negativity,12
Trash,12
"Robin,",12
S-N,12
inch,12
manuscript,12
(uh),12
babe],12
scrilla,12
bend,12
steak,12
pads,12
shoe,12
"tree,",12
Capone,12
(with,12
caddy,12
Chevy,12
Cube,12
Bumpin',12
"check,",12
"seeds,",12
(Where,12
there?,12
public,12
(We'll,12
boss',12
cus,12
bye,12
dipping,12
she'll,12
Open,12
diggy,12
motion,12
walls,12
beside,12
criminal,12
shit!,12
thighs,12
Fo',12
"first,",12
ah),11
woof,11
"tight,",11
"rugged,",11
go!,11
falls,11
tote,11
Cut,11
waist,11
apart,11
focus,11
"clothes,",11
Father,11
"downs,",11
gray,11
Kong,11
John,11
wreck,11
Rick),11
stupid,11
cum,11
private,11
Poppin',11
driving,11
gank,11
bumping,11
(It,11
clout,11
"guy,",11
strength,11
frown,11
beg,11
"fronting,",11
POP,11
"Side,",11
Blaze,11
credit,11
"changed,",11
gators,11
traffic,11
idea,11
(Kid,11
camera,11
tone,11
reckless,11
gangsta),11
flash,11
Cube],11
spittin',11
mention,11
"winner,",11
"play,",11
others,11
involved,11
leg,11
[Daz],11
"heated,",11
fallin',11
endo,11
"ooh,",11
struggle,11
mean?,11
millions,11
Add,11
now),11
D.P.G.C.,11
inhale,11
Killer,11
"nephew,",11
Da,11
almost,11
(Just,11
bedroom,11
Keith,11
know?,11
uh),11
"nine,",11
bein,11
however,11
afraid,11
oh!),11
"big,",11
D.O.,11
"trippin',",11
higher,11
see?,11
bath,11
Six,11
Done,11
"gangstas,",11
opposed,11
"exhale,",11
ya'll),11
serving,11
"""No",11
list,11
lesson,11
pistols,11
chasin',11
"ready,",11
Goes,11
rub,11
"Gz,",11
Gon,11
Knock,11
(Yes),11
callin,11
Police,11
Especially,11
(uh,11
nigga.,11
[Ice,11
York,11
friends),11
rims,11
shit?,11
nigga!,11
Sam,11
hills,11
"round,",11
Blam,11
"juice,",11
Gave,11
everythang,11
"kids,",11
"blam,",11
evening,11
"groove,",11
Push,11
creepin',11
sacks,11
(All,11
Face,11
hatin,11
mom,11
gurl),11
"body,",11
foolish,11
screw,11
Twenty,11
"pimps,",11
Blowing,11
due,11
underclothes,11
neva,11
killin,11
Betty,11
Jimmy,11
coupe,11
Capri),11
"case,",11
Slap,11
suits,11
"yard,",11
beer,11
Promise,11
patty,11
knowledge,11
Off,11
Mo',11
dancer,11
clips,11
frame,11
[Kokane],11
(get,11
Left,11
(Mary,11
"broke,",11
sides,11
donq;,11
Cadillac?,11
poured,11
thankful,11
(Cinderfella,11
squad,11
One:,11
disrespect,11
plans,11
),11
"ghetto,",11
Droppin',11
State,11
turnt,11
vet,11
(who?),11
dinner,11
sorta,11
It'll,11
"star,",11
"war,",11
faster,11
pulled,11
basketball,11
(if,11
Way,11
c'mon),11
"folks,",11
woah,11
journey,11
Pour,11
[with,11
go-go,11
parking,11
"dead,",11
[Mia,11
pimped,11
"slippin',",11
c'mon!),11
plan?,11
peoples,11
hoppin',11
screaming,11
"respect,",11
git,11
holiday,11
mind],11
"year,",11
conversation,11
shinin',11
"pocket,",11
life..,11
hottest,11
(Smile,11
toke,11
dump,11
Without,11
system,10
attack,10
wuz,10
(Like,10
"Shine,",10
fist,10
Michael,10
"team,",10
presence,10
O-P,10
family's,10
"lane,",10
aiyyo,10
leather,10
realer,10
sway,10
mayne,10
"projects,",10
knuckle,10
Yung,10
busters,10
Beware,10
mackin',10
seas,10
beep,10
Doggy's,10
Records,10
"everywhere,",10
Our,10
coasts,10
realest,10
Clinton,10
Instead,10
Haters,10
hoe?,10
Snoop?,10
Dropped,10
None,10
dawgs,10
rep,10
breakfast,10
original,10
[Kane,10
[Master,10
"""murder",10
(dancer),10
aight),10
[Chorus:Repeat,10
setting,10
Things,10
Spendin',10
"drugs,",10
Dead,10
rent,10
letter,10
"beef,",10
"everybody,",10
compare,10
phony,10
temperature,10
able,10
"spit,",10
sharp,10
Drankin',10
planet,10
Tic,10
Watcha,10
(Snoop),10
temple,10
"partner,",10
six-fo',10
Barely,10
Snoop's,10
ha!,10
loco,10
D-I-E,10
dedicate,10
(If,10
Hear,10
khaki,10
finna,10
"city,",10
hug,10
y'all),10
Daddy,10
"quit,",10
empty,10
"beast,",10
scary,10
cop.,10
blows,10
donq),10
Sell,10
"trees,",10
(No,10
shooting,10
[DJ,10
"smile,",10
gotsta,10
Wiz,10
aims,10
bangers,10
hidden,10
(Ooh),10
age,10
Later,10
beware,10
Bone,10
cracks,10
section,10
fancy,10
D-O-Double,10
Living,10
"fists,",10
bodies,10
Laying,10
creeping,10
"Listen,",10
sag,10
drinking,10
"week,",10
Enough,10
owe,10
Robbin,10
witness?,10
Biggie,10
bom,10
tease,10
happened,10
enemy,10
Brown,10
why'know,10
bustin,10
everytime,10
"kush,",10
"stage,",10
'less,10
certain,10
"O-P,",10
"picture,",10
momma),10
(Uhhhhh!),10
y'know,10
quite,10
sweeter,10
girl),10
claiming,10
Fiend,10
"hits,",10
fabulous,10
watchin',10
"feet,",10
secret,10
sittin,10
lover,10
switched,10
F*cked,10
hatas,10
Kim,10
shirt,10
Those,10
"Pronto,",10
mite,10
killing,10
nuthin,10
mee,10
"limo,",10
"shake,",10
wanting,10
notch,10
(Hey,10
couch,10
clubs,10
Cruisin,10
talk!,10
workin',10
crooked,10
Ohh,10
(Who,10
interior,10
harm,10
murderer,10
Layin',10
Ballin'),10
Either,10
(do,10
stronger,10
"power,",10
swerve,10
(walk),10
"studio,",10
Share,10
Henny,10
Crips,10
"TV,",10
packed,10
"caught,",10
miracle,10
(Give,10
"You,",10
fighting,10
skinny,10
drove,10
football,10
draw,10
"slide,",10
sad,10
back),10
tennis,10
"are,",10
"nothin',",10
burnt,10
"(Ballin',",10
"haters,",10
snow,10
average,10
Prada,10
zig,10
call?,10
models,10
NBA,10
blowin,10
third,10
good),10
heads,10
American,10
struck,10
Quarter,10
no),10
Shawty,10
escape,10
Jump,10
K,10
"remorse,",10
crackin,10
kicking,10
dimes,10
card,10
"easy,",10
Takin',10
score,10
butter,10
"nothing,",10
north,10
standin',10
fin,10
"Phantom,",10
goose,10
such,10
birds,10
cruise,10
multiply,10
"rock,",10
Yiggy,10
fifth,10
Hustlas,10
"'way,",10
"wanna""",10
hearts,10
Lord),10
(Which,10
claimin',10
witchu,10
cares,10
theory,10
imma,10
Jag,10
jacks,10
Claus,10
"somethin',",10
(check,10
bro,10
Snoop],10
B.G.,10
greedy,10
"chips,",10
Meech,10
supply,10
checked,10
"old,",10
Buy,10
"turf,",10
chop,10
Coke,10
"table,",10
wealth,9
checkin',9
"ma,",9
cologne,9
bid,9
Hittin',9
westside,9
"peace,",9
(throw,9
thoughts,9
cribs,9
flipped,9
savage,9
havin,9
space,9
"he,",9
(Why?),9
Touch,9
twenty-two,9
situation,9
fiends,9
pump),9
bones,9
"second,",9
jock,9
shades,9
Lost,9
DoggFather,9
ceiling,9
whoa),9
lyin,9
"control,",9
"nice,",9
"playa,",9
upper,9
Ma,9
Joe,9
Thought,9
eggs,9
passed,9
females,9
camouflage,9
tippy,9
However,9
palm,9
Batman,9
blazing,9
"dizzle,",9
Dr,9
ears,9
Eastsidaz,9
windows,9
Soopafly,9
(just,9
gurl,9
side?,9
hustlers,9
"drunk,",9
changin',9
sleeve,9
Batman!,9
turtle,9
cloud,9
"yourself,",9
frowns,9
Bending,9
compose,9
millionaire,9
Repeat,9
Shady,9
(boom,9
bitch?,9
position,9
"tone,",9
"Goldie,",9
killer,9
"everyday,",9
"goes,",9
charm,9
(What's,9
slipping,9
miles,9
"soldier,",9
Bitch!,9
"son,",9
Cassidy,9
Lyrical,9
"tank,",9
murda,9
(Snoop!),9
hav,9
plain,9
committed,9
kicks,9
'n,9
G),9
surreal,9
"win,",9
storm,9
bobbin',9
"Funky,",9
mane,9
jacket,9
don’t,9
scrub,9
live?,9
Dee,9
1-Feb,9
CD,9
knowin',9
skies,9
"Love,",9
(Me,9
shorty,9
boom),9
bankroll,9
points,9
paying,9
sumthin,9
East-side,9
Boom...Boom,9
independent,9
shoulders,9
"eastside,",9
Blast,9
hater,9
Runnin',9
"darling,",9
(bitch,9
should've,9
Thug,9
garage,9
"tough,",9
figures,9
"corners,",9
pullin',9
Eazy,9
sheisty,9
"eat,",9
sucka,9
holes,9
Kobe,9
Tryin,9
(D-P-G),9
"Aye,",9
travel,9
bird,9
"games,",9
field,9
man..,9
foe,9
Ren,9
"boss,",9
spin,9
holdin',9
chunk,9
bringing,9
except,9
weather,9
become,9
teeth,9
Rip,9
freaks,9
"But,",9
crying,9
Butch,9
is),9
taken,9
Type,9
thinks,9
"Dillinger,",9
rolly,9
upset,9
thong,9
one),9
partners,9
Cash,9
lettin',9
Wild,9
(smoking,9
(He,9
"California,",9
Ditty,9
Drinks,9
(One,9
servin',9
hustlas,9
bwoy,9
"clack,",9
onda,9
Woke,9
"track,",9
upstairs,9
pause,9
yall,9
size,9
Work,9
sneak,9
trigga,9
nation,9
15,9
minha,9
dipped,9
collard,9
{you,9
OG's,9
DP,9
stash,9
batman,9
patrol,9
"doors,",9
happenin,9
surprise,9
official,9
stones,9
Hen,9
what'cha,9
barrel,9
Dream,9
hip-hop,9
De,9
agreed,9
hustling,9
knowing,9
Dillinger],9
Kush,9
waitin,9
"flip,",9
Funk,9
"forgot,",9
"eye,",9
"deck,",9
[Eve],9
whatchu,9
"blast,",9
also,9
"getting,",9
husband,9
listening,9
Having,9
Peer,9
$hort,9
Jersey,9
Trip,9
dar,9
message,9
deadly,9
Different,9
ridaz,9
stroke,9
"Ha,",9
stack?,9
Weed,9
mobbin,9
Tip,9
TRUE,9
'till,9
"dude,",9
grill,9
lately,9
Must,9
shootin',9
Holdin',9
"rocks,",9
lying,9
representin',9
(Pa-ra-ra-ra),9
crown,9
lives,9
prolly,9
Going,9
ex,9
approach,9
Na,9
"feel,",9
Pack,9
dedicated,9
throws,9
aiyyo;,9
30,9
squeeze,9
clue,9
kinfolk,9
"y'allin,",9
time.,9
chasing,9
"special,",9
Much,9
"Still,",9
"five,",9
army,9
Steady,9
surprised,9
"(Dog,",9
Dat,9
shoulder,9
hung,9
Dogg)],9
Life),9
rule,9
DM,9
hammer,9
slugs,9
freedom,9
Weezy,9
meal,9
"Daytona's,",9
Far,9
dove,9
payin',9
pot,9
Lakers,9
lasts,9
worldwide,9
Trust,9
Walkin',9
"come,",9
Ever,9
"truth,",9
"Chill,",9
I’m,9
Dre],9
>From,9
"just,",9
sense,9
im,9
(For,9
girlfriend,9
father,9
dicks,9
"videos,",9
Pussy,9
(pump,9
Chicago,9
pencil,9
Rap,9
"(Freak,",9
hated,9
Whassup,9
"bullshit,",9
roll's,9
"N,",9
"floor,",9
X],9
Hand,9
bark,9
"listen,",9
nutty,9
"sack,",9
"OG,",8
college,8
Havin',8
opened,8
stop.,8
Twenty-five,8
Doin',8
direction,8
what'chu,8
fair,8
chin,8
pieces,8
lows,8
decide,8
Tay,8
bon),8
"Huh,",8
rabbit,8
mixes,8
(my,8
grandmama,8
Psst!,8
stands,8
Killin',8
"Yah,",8
toothbrushes,8
ragy,8
large,8
seein',8
jumpsuit,8
puppy,8
"shanks,",8
lyin',8
insane,8
Whatcha,8
Dub,8
shoulda,8
Knuckle,8
this),8
frente,8
"uhh,",8
hi-definition),8
buying,8
flows,8
knocked,8
"late,",8
Crushin',8
hood),8
chair,8
DPGC,8
"gauge,",8
bush,8
chorus,8
ruby,8
(Ha,8
talking],8
Nina,8
[Silkk,8
note,8
diggin',8
disturb,8
"kitchen,",8
suggest,8
"okay,",8
"gizee,",8
"""Gangsta",8
biscuit,8
packs,8
X:,8
yep,8
pipe,8
{show,8
pissed,8
pride,8
liked,8
jockin',8
nine-trizzay,8
about?,8
workin,8
"lord,",8
wit'cha,8
Figada-figada-figada,8
manage,8
"action,",8
coochie,8
OK,8
haven't,8
yea},8
"open,",8
mang,8
leaves,8
praise,8
Thanks,8
"infectious,",8
Over,8
blind,8
broken,8
Kurupt],8
regardless,8
(Tell,8
TRU,8
rollie,8
feline,8
smacked,8
feelings,8
"Eastsidaz,",8
"rewindin',",8
reminisce,8
letting,8
"Gangsta""",8
throughout,8
