artist,song,lyrics
___I tried to rock One two one two 
___But I couldn't get loose I said forget it 
___My microphone or not I gotta do it 
___Give it all that I go (What if you loose?) It be the first time I lost 
___But if I beat em I'll finally prove I'm the boss 
___I grabbed my leather jacket Walked through the streets 
___Suckers was hopin' and preyin' Strictly Dope would get beat 
___I begin to get hyped I was ready to fight 
___Yo I was confident that I'd win 
___To hell with the mic 
___I hopped up to the stage Dizzy started the beat 
___suckers shivered cause he Tasted defeat 
___Then I signalled to Dizzy Bust a rhyme off my head 
___Perpetrator fell back (Huh?) And then he was dead 
___I was happy as hell Cause I was lucky that night 
___Put my hand in my pocket And there was my mic 
___THE CASE OF THE MISPLACED MIC 
___STRICTLY DOPE IN THE HOUSE"

Tupac+Shakur,"My Burnin' Heartw/ 2Pac, Strictly Dope","I lay awake tonight because I wanna be with you
___If you were beside me I'd playfully kiss you
___Each time I see ya, the feeling gets stronger
___You sit a bit closer, we stare a lot longer
___Reach for my drink and for a second we touch
___Words are muttered I stutter 'cause I want you that much
___The situation is a no win 'cause he's my bestfriend
___But now I'm guilty, I'm fallin' for his girlfriend
___
___I know it's wrong but my heart is filled with purity
___I offer passion but he offers security
___It's like a trap that I'm sinking into
___I wake up sweaty when I'm sleepin' 'cause I'm thinking of you
___Then we make eye contact and I can't hold back
___I try to shake it but the feeling comes right back
___What have I gotten into, I feel possesed by you
___I have these thoughts at night of undressing you
___
___It's kinda obvious blind men might see it
___But he doesn't so he keeps on trusting me
___Leaves me alone with you while he's on vacation
___Well how could he leave me with this temptation
___Now I'm confused 'cause I'm no Casanova
___But you keep callin' you sayin' to comeover
___Now what do I do? Go or stay and play it smart
___It's gettin' rougher 'cause I suffer from a burnin' heart
___
___My burnin' heart
___
___Girl, you are my one and only
___You are my angel and now you wanna leave me lonely
___What did I do? Baby, did I treat you bad?
___My heart is broken and now you make me sad
___I remember, when this love affair first started
___We was so in love and now we are departed
___Girl, I buy you anything your heart desires
___I have to let you know, baby, you're my fire
___
___Warm and wet each kiss is prolonged
___This sweet caress that makes Rock T strong
___Just being with you and seeing the two of us
___Walking along the beach 'cause, girl, you are my peach
___So sweet and tender my love I surrender
___No need to pretend that you want it to end
___I'll never let you go you're forever my girl
___You know why? 'Cause girl, you are my world
___
___My burnin' heart
___
___Totally tongue tied every two seconds I keep watching you
___He's my best friend but I can't help clockin' you
___How could this be, how could we both love you?
___Now I'm trapped in this position and don't know what to do
___I could forget about you, pretend that we never met
___But when I'm here without you, I start to heavily sweat
___You give me looks that reenforce upon the sores that's already there
___So many times my mind was locked up and we passionately stare
___
___Play the role like you don't matter, he swears that we hate each other
___But in reality we can't wait to taste each other
___You're my addiction 'cause I fiend for you desperatley
___I stand here fantasicing because you're next to me
___What can I do with this passion I feel
___It's too hard to conceal so I know it's for real
___Watched you so many times, I know where every curve is
___I think you reads my mind and so I'm feelin' nervous
___
___I wanna tell you how I feel but that wouldn't help
___It would only cause problems so I keep to myself
___Even though it drives me crazy to see you sitting with him
___A tear rolls down my cheak because I see you kiss him
___I know the words you're saying before they can be said
___Hear the thoughts you be thinkin' before they come in your head
___Wouldn't hurt the brotha for anything in this world
___But damn I fell in love with his girl
___
___My burnin' heart, heart, heart
___
___My heart is burnin' you know it's yearin' for your sweet caress
___I lay in ecstacy as you kiss and rub my chest
___You know you love me why must you deny yourself
___What I can offer you yet you want somebody else
___It's not that well then girl what could it be
___I hope I'm good for you 'cause baby, you're so good for me
___Many nights I cried and tried to make this work
___Then acted fool and cool and cruel like a church
___
___Well I'm sorry baby, I have to let you know
___You are my life my strength I refuse to let you go
___You are so beautiful, baby, you light up my life
___I close my eyes and dream that you'll become my wife
___Day in and day out it's you I pray about
___Don't lock the door to your heart and make me stay out
___I love you 'cause honey, you're like a work of art
___You got me on fire
___
___My burnin' heart
___
___I lay awake tonight because I wanna be with you
___If you were beside me I'd playfully kiss you
___Each time I see ya the feeling gets stronger
___You sit a bit closer we stare a lot longer
___Reach for my drink and for a second we touch
___Words are muttered I stutter 'cause I want you that much
___The situation is a no win 'cause he's my best friend
___But now I'm guilty I'm fallin' for his girlfriend
___
___I know it's wrong but my heart is filled with purity
___I offer passion but he offers security
___It's like a trap that I'm sinking into
___I wake up sweaty when I'm sleepin' 'cause I'm thinking of you
___Then we make eye contact and I can't hold back
___I try to shake it but the feeling comes right back
___What have I gotten into, I feel possesed by you
___I have these thoughts at night of undressing you
___
___It's kinda obvious blind men might see it
___But he doesn't so he keeps on trusting me
___Leaves me alone with you while he's on vacation
___Well how could he leave me with this temptation
___Now I'm confused 'cause I'm no Casanova
___But you keep callin', you sayin' to comeover
___Now what do I do? Go or stay and play it smart
___It's gettin' rougher 'cause I suffer from a burnin' heart
___
___My burnin' heart
___My burnin' heart
___My burnin' heart
___My burnin' heart"

Tupac+Shakur,"Never Be Beatw/ 2Pac, Strictly Dope","Fumble suckers tumble goddamm I'm good 
___Since I was born I was strong 
___Always knew that I could 
___Don't care anywhere anyplace I rock 
___Give me a mic tonight competition I'll drop 
___Fast or slow I'll go and no one is gonna stop me 
___Yo you must be kidding you swear you gonna drop me no 
___Well sure as battlin is bad for your health 
___I know your confident boy but don't fool yourself 
___My mic's a weapon I'm steppin with a capable rhyme 
___Yo your time for playin is ova you got your crew I got mine 
___Not braggin I'm bad and I could only get betta 
___Your girl came on to me she wanted me I wouldn't let her 
___Don't make sense to come against me and my man ""D"" 
___How it is how it was that's the way it'll be 
___You still think you can beat me get it together 
___'Cause I'll never be beat, never be beat, never 
___
___Boldly you steppin to the top of the piece 
___'Cause I'm the predator competitor and I'm risin like yeast 
___I'm the microphone musician musically I'm the most 
___When I rumble you tumble like a burnt piece of toast 
___Proceed with caution I cannot be stopped 
___A deadly weapon that's kept inside a Sentry lock 
___Strong hold holding on but there's no holds barred 
___F*ck around feel the wrath and your forever scarred 
___Anybody want to battle step the hell up 
___Toss your ass like a salad and eat you all up 
___You climb the rope of success but you know you can't win 
___You get discouraged cause I hold the otha end 
___If I let you go like all the others you will fall 
___The vicious vocalist consoloist will still be raw 
___
___Your bein waxed like a sucker but you'll neva recoup 
___I'm a veteran a breathren goin in like a troop 
___Try to stop me you can't you puff and you pant 
___Try to beat me at this game you gettin stomped like an ant 
___In the long run I'm the one that's holding the mic 
___Upset to get to me sweatin me for the rhymes that I write 
___This time we're goin at it get ready 
___'Cause I'm your worst nightmare, f*ck Freddy 
___Where's that mothaf*cker that said that I was a dope 
___Tyin' up rhymes like a rope I'll pull it tight and I'll choke 
___You swear that you could beat me punk get it together 
___'Cause I'll never be beat you punk, never 
___
___Hard is what you wanted knowledge is what you gettin 
___I'm movin and groovin and proven, you're still sittin 
___Got me blowin up, like a Hawaiian vulcano 
___Runnin things like Drano 
___Lettin you know that there ain't no-body 
___Gonna diss me now I'm comin exact 
___I'm paid got it made cause I'm makin tracks 
___This is a lesson at bein dope that is 
___Cordless mics are mine and the wheels are his 
___Tons and tons of freaks I'm a mack daddy-o 
___Writin def jams while I'm chillin on my patio 
___You are useless as a toothless piranha 
___I'm ruthless now I'm gonna 
___Bust it and discuss it make it funky to hear 
___Paragraph to the people penetratin your ear 
___You want to taste of it ooh here take a full dose 
___Burn you up like radiation if you get too close 
___
___'Cause my mouth is like an uzi when it moves so quick 
___And my lyrics are the bullets that I'm loadin it with 
___You want to beat me homeboy I think you'll be destroyed 
___Get dropped like a habit and played like a toy 
___Never defeated I'm not conceited but let's face the facts 
___Couldn't beat me with a motherf*ckin baseball bat 
___If I gave you a bomb that was nuclear armed 
___You could shoot it at me and I wouldn't get harmed 
___'Cause punk you can't stop me bullets couldn't drop me 
___Stand on a mountain and still you couldn't top me 
___You think you'll beat me boy get it togetha 
___'Cause I'll never be beat you punk, never 
___
___When you hear my thumpin it's a maximum charge 
___'Cause I'm the hip hop hood the ringleader at large 
___Got a Ph.D in history 
___I'm deadly boy not a toy like a poetry, prodigy 
___Young beat conisseur hummin like a bird 
___It was true when uou heard I'm the wiz the word 
___Your eyes delate your eardrums expand 
___When my voice comes through speaker from the mic in my hand 
___Woofers stompin like thunder all about to explode 
___The needle on the nuance stuck in overload 
___Don't laugh cause I'm serious Mr. Mysterious 
___Don't make me wad (why) cause I get furious 
___Countless time is he just when you think I'm through 
___I let my melody stretch to make more for you 
___Just bust it cause I'm just too clever 
___And I'll never be beat ya punk, never"

Tupac+Shakur,"Panther Powerw/ 2Pac, Strictly Dope","As real as it seems the American Dream
___Ain't nothing but another calculated schemes
___To get us locked up shot up back in chains
___To deny us of the future rob our names
___Kept my history of mystery but now I see
___The American Dream wasn't meant for me
___Cause lady liberty is a hypocrite she lied to me
___Promised me freedom, education, equality
___Never gave me nothing but slavery
___And now look at how dangerous you made me
___Calling me a mad man cause I'm strong and bold
___With this dump full of knowledge of the lies you told
___Promised me emancipation in this new nation
___All you ever gave my people was starvation
___Fathers of our country never cared for me
___They kept my ancestors shackled up in slavery
___And Uncle Sam never did a damn thing for me
___Except lie about the facts in my history
___So now I'm sitting hear mad cause I'm unemployed
___But the government's glad cause they enjoyed
___When my people are down so they can screw us around
___Time to change the government now panther power
___
___Panther power
___Panther power
___Panther power
___
___Coming straight that resides within
___Go toe to toe with a panther and you just can't win
___Suffered fame bats suppressed the rest
___The rich get richer and the poor take less
___The American Dream was an American nightmare
___You kept my people down and refuse to fight fair
___The Klu Klux Klan tried to keep us out
___Besides drew they know no blacks allowed
___With intimidation and segregation was a way for our freedom
___But now were impatient
___Blacks the other skin: dead or sell outs
___Freedom, equality, then I'll yell out
___""Don't you ever be ashamed of what you are
___It's ya panther power that makes you a star""
___Panther power
___
___Panther power
___Panther power
___Panther power
___
___My Mother never let me forget my history
___Hoping I was set free chains never put on me
___Wanted to be more than just free
___Had to know the true facts about my history
___I couldn't settle for being a statistic
___Couldn't survive in this capitalistic
___Government cause it was meant to hold us back
___Using ignorant, drugs, to sneak attack
___In my community, they killed the unity
___But when I charged them, tried to claim immunity
___I strike America like a case of heart disease
___Panther power is running through my arteries
___Try to stop oh boy you'll be clawed to death
___Cause I'll be fighting for my freedom with my dying breath
___Do you remember that is what I'm asking you?
___You think you living free don't let me laugh at you
___Open your eyes realize that you have been locked in chains
___Said you wasn't civilized and stole your name
___'Cause some time has passed seem you all forget
___There ain't no liberty to you and me we all ain't free yet
___Panther power
___
___Panther power
___Panther power
___Panther power
___
___As real as it seems the American Dream
___Ain't nothing but another calculated schemes
___To get us locked up shot up back in chains
___To deny us of the future rob our names
___Kept my history of mystery but now I see
___The American Dream wasn't meant for me
___Cause lady liberty is a hypocrite she lied to me
___Promised me freedom, education, equality
___Never gave me nothing but slavery
___And now look at how dangerous you made me
___Calling me a mad man cause I'm strong and bold
___With this dump full of knowledge of the lies you told
___Promise me emancipation indispute nation
___All you gave my people was our patience
___Fathers of our country never cared for me
___They kept my answer shackled up in slavery
___And Uncle Sam never did a dam thing for me
___Except lie about the facts in my history
___So now I'm sitting hear mad cause I'm unemployed
___But the government's glad cause they enjoyed
___When my people are down so they can screw us around
___Time to change the government now panther power
___
___Panther power
___Panther power
___Panther power"

Tupac+Shakur,"Me & My Homiesw/ 2Pac, Nate Dogg","[Chorus]
___Me and my homies tho
___You know we kick it like everyday
___Me and my homies, kick it like everyday
___
___But I'm alone in my room
___And I don't have no one to talk to
___I catch a girl with my phone
___And cause some folks who know what I go through
___After I smoke a joint, come on
___To keep my temper low
___I parlay with my friends
___There's really no where else to go
___
___[Chorus: x2]
___
___I ain't shit without my homeboys
___Rather be buried, then see us party
___Keep it close to my heart
___Cause we the ones that got the shit started
___You recollect, we used to bust on snitches
___Nobody come before my n*ggas, f*ck all y'all bitches
___All my homeboys are self sufficient
___So be suspicious of your scandalous tricks
___Got the police taking our pictures
___Love to hang out on the corner but we known to ride
___Me and my motherf*cking homeboys down to die
___For each other, cause we closer than brothers
___Its like you came in, no forgetting the party popping
___When my squad walks in
___Throw up your hands baby buy me a drink, stop acting phony
___Don't forget to bring something for all my homies
___To know me is to love a thug n*gga to the fullest, ducking bullets,
___Snatching guns when these trick n*ggas pull it
___Handle my business like a professional, the whole world knows me
___But I ain't shit without my f*cking homies
___Me and my f*cking homies
___
___[Chorus]
___
___(Me and my homies)
___Constantly we mash
___(Me and my homies)
___Gotta make that cash
___(Me and my homies)
___There's no need to ask
___(Me and my homies)
___We are still the best
___
___[Repeat: x8]
___(that's my homeys)
___That's my homeys
___D-P-G-C homeys
___
___[Chorus]"

Tupac+Shakur,"As the World Turnsw/ 2Pac, Outlawz","As the world turns,
___As the world turns my n*ggas grow and grow and grow
___And get dough and roll and ride
___n*ggas die and mommas cry
___n*ggas got alibis and suicides and homicides
___And three strikes and yo' life and my life and times change
___And n*ggas fame, as the world turns..
___
___Though I walk through the valley of hell the shadow follows me
___Wisdom hard to swallow tomorrow expect apologies
___You probably panic, stranded in search of a better planet
___Realism hard to understand, we stand slanted
___And still stranded, merciless thieves stole the best of me
___I pray to black Jesus to please take the rest of me
___And still, the best of us build, and reach monetary gains
___Some of us kill, but still, most of us can change 
___If we search deeper, god bless the hustler, curse the first sleeper
___Enemies get beside me, flows go deeper inside
___We we ride plots keep all my enemies blinded
___Time will soon show, a thought can last for years
___Outshinin' them fakes smile plastic tears
___Like last year, n*ggas stuck in the past, and it's clear
___Just some busta ass bastards allergic to cash this year
___Makaveli for the Mob, M-O-be	
___Killin' bustas is my motherf*ckin job, him or me
___Lyrically fatally driven, n*ggas reported missin'
___My competition dead or in prison, as the world turns
___
___(Turns, turns, turns, turns, and turns
___My n*ggas grow and grow and grow
___And gettin' dough and dough and dough
___From this state to that state
___From this cell to that cell, as the world turns)
___
___As the world keeps turnin round and round
___It's gon' be goin round as the world turns, and steady turnin'
___
___As the world turn burnin' paths, starin' through my rear view
___It's a war goin' on, and the President is in too
___I hear Tu-Pac sayin', ""Watch em they'll kill you""
___Sippin' Thug Passion, scrub actin like he feel you
___Steady plottin', ready or not; Outlawz lost 
___But not forgotten, from Gittere to Compton
___A spitter of the hotness, long timeness
___So like six I ain't never been rich
___I need cream, to buy Ellene a dream house
___She no longer fiend out y'all, Outlaw
___
___Another lonely n*gga with a 12-gage pump
___With a 12-hour rush to run and get this money, f*ck these punks
___Road rules I swim in the dirt, I stay in some skirt
___I hit where it hurts, I ride or die for my turf
___I ride or die for Makaveli the legendary war thug n*gga
___Kadafi betta unslug this n*gga, Seike betta undrug this n*gga
___Out of the buildin' we street children with no souls
___Our hearts gon' stay cold, the war gon' stay on
___We serve em, like Pac told us to, catch em wet with the tec
___Hit em in the neck and watch him die like he supposed to
___Napoleon the front line soldier, front times over
___Rider for the mightly dollar rather drunk or sober
___n*gga talkin' thug walkin' all through yo' squad
___Y'all n*ggas scared by a dog, I got my fo'-fo' for y'all
___It's like a hot, heated day homie, warfare don't play homie
___Better be prepared than try to dunk away from these strays homie
___Worlds turn, thangs burn, all in one shot
___Rest in peace to the fallen soldiers, all that we got
___As the world turns
___
___(And my n*ggas roll and ride, ha ha ha
___n*ggas gettin' swoll out
___And it don't stop and it don't quit
___That real shit! As the world turns,
___n*ggas die for
___How many you n*ggas try for this? As the world turns
___Murderin' methods, ha ha Outlaw!)
___
___As the world keeps turnin' round and round
___It's gon' be goin' round as the world turns and steady turnin'
___As the world keeps turnin' round and round
___It's gon' be goin' round as the world turns
___
___Only haters caught feelings, when my homie caught millions
___And acquired the desired status of boss livin'
___We cross driven, cornered into a life that's hellish
___Payin' our dues with bloodshed, ain't shit y'all could tell us
___Fellas, mount up, it's time for battle, it's on now
___Two worlds collidin' armies ridin' soldiers, gone wild
___Sometimes I think my glory days was back in my youth
___I sought too for family, but I got it lost in these ounces
___Now as the world turns court adjourns, I'm sentenced to burn
___The cost of my sins too much, nothin' left to earn
___
___October 9th 1977 first day out my baby carriage
___Married my Mack-11 hit the block playin'
___Only five years up in this bitch, poppa runnin' from the Feds
___Puttin' peanut butter on the walls to hide his prints
___Me on my own, not yet grown but only man of the home
___To protect my zone in these streets I roam
___Dough on d-low, downin' straight shots of Cristal Brothers
___Hundred dollar snot box on cee-lo, f*ck eighth
___I need a kilo, got a plot, move my block down state
___Got the drop on the spot, movin' pounds of weight
___F*ck my fate and lots of loot to burn, a hustler's yearn
___For this dirty money earned as this crooked world turns
___
___Ha ha, as the world turns,
___And turns and turns and turns, haha,
___This for the soldiers out there involved in the everyday struggle
___Hopin' to bubble, keep on hustlin', as the world turns
___Money come and go, hoes come and go, foes come and go
___Friends come and go, my soldiers, stay eternal
___Outlaw Immortalz, dedicated
___I send this to black Jesus, only he can feed us
___When you need us, as the world turns
___Throw this shit in the deck, ha ha,
___n*ggas gettin' chin checked
___From the East to the West best to wear a vest
___n*gga we ain't the ones to test, f*ck you
___As the world turns
___Outlaw ridahs, Mutah right beside us
___Camillion, want to make a million
___Ha ha legit, as the world turns, ha ha,
___Burn baby burn
___
___A lot of n*ggas get burned as the world turns
___A lot of n*ggas gettin' burned as the world turns..
___Gettin' burned as the world turns"

Tupac+Shakur,"Baby Don't Cry (Keep Ya Head up II)w/ 2Pac, Outlawz","Baby don't cry
___I hope you got your head up 
___Even when the road is hard, never give up
___Baby don't cry
___I hope you got your head up
___Even when the road is hard, never give up (Keep ya head up)
___
___Now here's a story 'bout a woman with dreams
___So picture perfect at thirteen, an ebony queen
___Beneath the surface it was more than just a crooked smile
___Nobody knew about her secret so it took a while
___I could see a tear fall slow down her black cheek
___Sheddin' quiet tears in the back seat
___So when she asked me: ""What would you do if it was you?""
___Couldn't answer such a horrible pain to live through
___I tried to trade places in the tragedy
___I couldn't picture three crazed n*ggas grabbin' me
___For just a moment I was trapped in the pain
___Lord, come and take me
___Four n*ggas violated
___They chased, and they raped me
___Even though it wasn't me, I could feel the grief
___Thinkin' with your brains blown that would make the pain go
___No! You got to find a way to survive
___'Cause they win when your soul dies
___
___Baby, please don't cry, you got to keep your head up
___Even when the road is hard, never give up
___Baby, don't cry, you got to keep your head up
___Even when the road is hard, never give up
___Baby, don't cry, I hope you got your head up
___Even when the road is hard, never give up (never give up)
___Baby, don't cry, I hope you got your head up (never give up)
___Even when the road is hard, never give up
___Baby, don't cry
___
___Forget him, girl, (forget him, girl) he ain't gon' never change
___I ain't no hater, but that n*gga lost in the game
___After the bright lights and big thangs
___He probably could love you, but he in love with the struggle
___Everyday, his mind on gettin mo' (gettin' mo')
___And never your feelings, he's chasin' millions fo' sho'
___Uh oh (uh oh), now you 'bout to have his baby? (damn)
___Another wild-ass n*gga that's gon' drive you crazy
___You got too much mo' livin' to do 
___I'm spittin' this to you
___'Cause you deserve more than what he givin' to you (that's right)
___Beautiful, black, precious, and complicated
___A new millennium dime-piece, so fine she
___Got 'em all stuck, standin' still when she come through
___Baby, take a little mo' time
___Love'll find you and show us the sky's blue 
___Somebody other than me gon' give you everything you need, feel me? (Don't cry)
___
___Baby, don't cry, you got to keep your head up
___Even when the road is hard, never give up (you'll be alright)
___Baby, don't cry, you got to keep your head up
___Even when the road is hard, never give up (you'll be alright)
___Baby, don't cry, I hope you got your head up
___Even when the road is hard, never give up (keep your head up)
___Baby, don't cry, I hope you got your head up (never give up)
___Even when the road is hard, never give up (no, no, oh)
___Baby, don't cry
___
___I'm tryin' to do all that I can, from jump
___Now you losin', you was choosin' the wrong man
___Dealt the wrong hand, you was young and beautiful
___Lost and turned out, what you let that n*gga do to you? (Damn)
___I knew her since elementary, she blew a kiss to me
___Wrote me a note in crayon, wantin' to get with me
___We was kids, now she got three kids
___They see their father e'ryday, and they don't know who he is
___Seen him last night, homey roll a E-class
___Mad cheese in the stash, still a deadbeat dad
___I bring her Pampers and food, just to stop through
___But those ain't my seeds, nothin' really I could do (nah)
___I feel pity for you, you ain't even his wife
___Seventeen with three kids
___Locked down for life
___Shoulda chose me
___She 'bout to O.D. from the pressure
___Hell nah, I won't let her 
___Baby don't cry
___
___Baby, don't cry, you got to keep your head up
___Even when the road is hard, never give up (you'll be alright)
___Baby, don't cry, you got to keep your head up
___Even when the road is hard, never give up (baby, don't cry)
___Baby, don't cry, I hope you got your head up
___Even when the road is hard, never give up (baby, baby, baby)
___Baby, don't cry, I hope you got your head up (no)
___Even when the road is hard, never give up (no-oh)
___Baby, don't cry, I gotta keep your head up
___Even when the road is hard, never give up
___Baby, don't cry, you got to keep your head up
___Even when the road is hard, never give up (oh, baby)
___Baby, don't cry, I hope you got your head up
___Even when the road is hard, never give up
___Baby, don't cry, I hope you got your head up (keep your head up)
___(Keep your head up, never give up)
___Even when the road is hard, never give up, baby, don't cry
___
___Uh, uh, yeah, don't give up (you'll be alright)
___Don't cry, don't cry, don't cry
___
___Baby, don't cry, I hope you got your head up
___Even when the road is hard, never give up
___Baby, don't cry, I hope you got your head up
___Even when the road is hard, never give up, baby, don't cry
___
___For all the ladies (Soulshock, Karlin)
___Baby, don't cry
___Got to keep your head up {keep your head up}
___Makaveli the Don
___(Head up) 
___Aight?"

Tupac+Shakur,"Black Jesuzw/ 2Pac, Outlawz","Searching for Black Jesus, oh yeah
___Sportin' jewels and shit, you know what I mean?
___Straight tatted up, no doubt, no doubt
___Young Kadafi in this bitch, set it off n*gga, what?
___
___I do my shootin's on a knob, prayin' to God for my squad
___Stuck in a nightmare, hopin' he might care
___Though times is hard, up against all odds, I play my cards
___Like I'm jailin', shots hittin' up my spot like midnight rains hailin'
___Got me bailin' to stacks more green
___
___Gods ain't tryin' to be trapped on no block slangin'
___No rocks like bean pies brainstorm on the beginnin'
___Wonder how shit like the Qu'ran and the Bible was written
___What is religion? Gods words all cursed like crack
___Shaitan's way of gettin' us back or just another
___One of my Black Jesus traps
___
___Who's got the heart to stand beside me?
___I feel my enemies creepin' up in silence
___Dark prayer, scream violence demons all around me
___Can't even bend my knees just a lost cloud, Black Jesus
___
___Give me a reason to survive, in this earthly hell
___'Cause I swear, they tryin' to break my well
___I'm on the edge lookin' down at this volatile pit
___Will it matter if I cease to exist? Black Jesus
___
___All hail, the pressure no endeavor can fail
___Some missin souls turn to hoes when exposed to jail
___In times of war we need somebody raw, rally the troops
___Like a Saint that we can trust to help to carry us through
___Black Jesus, ha ha ha ha ha
___He's like a Saint that we can trust to help to carry us through
___Black Jesus
___
___Outlawz we got our own race, culture, religion
___Rebellin' against the system, commence to lynchin'
___The President ain't even listenin' to the pain of the youth
___We make music for eternity, forever the truth
___
___Political prisoner, the two choices that they givin' us
___Ride or die, for life they sentence us
___Oh Black Jesus, please watch over my brother Shawn
___Soon as the sky get bright, it's just another storm
___
___Brothers gone, now labeled a statistic
___Ain't no love for us ghetto kids, they call us nigglets
___History repeats itself, nuttin' new in school I knew
___E'rything I read wasn't true, Black Jesus
___
___To this click I'm dedicated, criminal orientated
___An Outlaw initiated, blazed and faded
___Made for terror, major league n*ggaz pray together
___Bitches in they grave while my real n*ggaz play together
___
___We die clutchin' glasses, filled with liquor bomblastic
___Cremated, last wishes n*gga smoke my ashes
___High sigh why die wishin', hopin' for possibilities
___I'll mob on, why they copy me sloppily
___
___Cops patrol projects, hatin' the people livin' in them
___I was born an inmate, waitin' to escape the prison
___Went to church but don't understand it, they underhanded
___God gave me these commandments, the world is scandalous
___
___Blast til they holy high, baptize they evil minds
___Wise, no longer blinded, watch me shine trick
___Which one of y'all wanna feel the degrees?
___Bitches freeze facin' Black Jesus
___
___All hail, the pressure no endeavor can fail
___Some missin' souls turn to hoes when exposed to jail
___In times of war we need somebody raw, rally the troops
___Like a Saint that we can trust to help to carry us through
___Black Jesus
___
___Some say, some day, some how, some way, we gon' fail
___And it ain't hard to tell, we dwell in hell
___Trapped, black, scarred and barred
___Searching for truth, where it's hard to find God
___
___I play the Pied Piper, and to this Thug Life, I'm a lifer
___Proceed, to turn up the speed, just for stripes
___My Black Jesus, walk through this valley with me
___Where we, so used to hard times and casualties
___
___Indeed, it hurt me deep to have to sleep on the streets
___And haven't eaten in weeks, so save a prayer for me
___And all the young thugs, raised on drugs and guns
___Blazed out and numb, slaves to this slums this ain't livin' Jesus
___
___We believed in You everything You do
___Just wanna let you know, how we feel
___Black Jesus
___
___Searchin' for Black Jesus
___It's hard, it's hard we need help out here
___So we searchin's for Black Jesus
___
___It's like a Saint, that we pray to in the ghetto, to get us through
___Somebody that understand our pain
___You know maybe not too perfect, you know
___Somebody that hurt like we hurt
___
___Somebody that smoke like we smoke
___Drink like we drink
___That understand where we coming from
___That's who we pray to we need help y'all"

Tupac+Shakur,"The Good Die Youngw/ 2Pac, Outlawz","These is hard times we livin' in
___Churches burnin, planes fallin from the sky
___Murder, the good die young
___The good definitely die young
___
___This is a lil' somethin' 
___To help you get through the day
___If you could
___It was more than a tragedy
___
___Emotions be grabbin' me
___Plane fell from the sky
___We tryin' to figure what happened
___Burnin' churches, fearin' God
___
___Who can be so cruel
___We all ignorant to AIDS
___Till it happens to you
___Just be a man, make plans
___
___Listen to your voice
___A woman's tryin' to make decisions
___We should leave them a choice
___'Cause who are we to say who lives and die
___
___Breathes and stops
___All this judgement on other lives
___Needs to stop
___What are we livin' for
___
___Givin' more back than takin'
___On my knees still waitin' for my own salvation
___Now I feel abandoned
___'Cause Pat Buchanan say I'm greedy
___
___You can take my taxes, send me to war
___But can't feed me
___It's so easy to regret things
___After they done
___
___Babies catchin' murder cases
___Scared to laugh in the sun
___The tragedies that we all need
___Love in doses
___
___In times like these we feel closest
___The good die young
___Does anybody have an answer why
___It seems the good die young
___
___Can anybody tell me why
___Can anybody tell me why 
___Can anybody tell me why 
___Now in my world will it get worse
___
___When I been trapped since birth
___But I had to sleep in a hearse
___Cause it was my bed first
___My grands probably burnin'
___
___Turnin' in they grave
___Some folks ain't even get to see a high age
___But they did so I ain't afraid
___And this money got me feelin like a star
___
___And this murder got me 
___Feelin' like my death ain't far
___And the land of stolen cars
___Don't get no better
___
___Don't get no weaker or no harder
___I was raised in a rush without my moms
___And my father
___So tell me somethin
___
___If I grab my gat and get the dumpin'
___Would God get to lookin' at me funny
___Rest in peace to my mother Aquillah Beale
___Rest in peace to my father Salek Beale
___
___Rest in peace to my grandparents
___And thug in peace to my brother Seike
___You know I love you
___Which is worst, first Storm and then Al
___
___Pac and then Yak
___Redrey (?) Brown
___Coulda' sworn I seen ya face in a cloud
___Family grievin' on your last breath
___
___Close to the heart whether you know it or not
___I swear the love won't stop
___Jewel, that's my boo
___Mom, Duke and Lou
___
___From jump
___You kept it true, helped to feed the crew
___The good die young
___Livin' fast jumpin' the gun
___
___Mama blamin' the community for killin' her son
___My cousin Darren wasn't scared of goin'
___But never knowin' he was dyin' slower
___I guess I see ya when I see ya soulja
___
___Does anybody have an answer why
___It seems the good die young
___Can anybody tell me why
___Can anybody tell me why
___
___I know my life ain't promised
___That's why the wise move in silence
___Analyze these scandalous times
___It's hard dogg but we manage
___
___Schools turn to war zones
___Even homes unsafe
___Leavin' children to play caged and raged
___They hate, how come
___
___Someone explain why the good die young
___Why the bad die slow and outlive everyone
___It's time somethin' is done
___For our young kids
___
___They growin' hopeless
___That ain't the way to live
___Tell me why
___Days go past and as they pass
___
___Time move quicker
___No time for wastin'
___Put your hustle down my young dealers
___'Cause the end is nearer
___
___But at least that's what they tellin' me
___Hell, all I know brothers
___Ain't ridin' 4 3 felonys
___It's time to plan, plot, and strategize
___
___Capitolize, mobilize
___We in the war why'all
___It's for all why'all
___My family to the ones that stand me
___
___Little bit mo' love is what's recommended
___Yeah, and it's plain to see
___The seeds from you and me
___Gon' be the ones to lead us towards unity
___
___That's if we treat them right
___Man, teach them right
___Raise your kids better than you was
___And see what it does
___
___But if you don't
___Man, we sho' to be done
___And we'll all see exactly why the good die young
___Does anybody have an answer why
___
___It seems the good die young
___Can anybody tell me why
___Can anybody tell me why 
___Can anybody tell me why 
___
___I send this out for all my homeboys that passed away
___And all yo' homeboys that passed away
___I send this out to all the former fallen soldiers
___That's in the cemeteries buried
___
